,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
27,27,27,27,Mint/புதினா, 1, 30,2014-02-03
28,28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-02-03
29,29,29,29,Garlic/பூண்டு, 1, 80-140,2014-02-03
30,30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2014-02-03
31,31,31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-02-03
32,32,32,32,SavSav/ சவ்சவ், 1, 16,2014-02-03
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal/கத்தரிக்காய், 1, 32,2014-03-03
1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-03-03
2,2,2,LadyFinger/வெண்டைக்காய், 1, 30,2014-03-03
3,3,3,SnakeGuard/புடலங்காய், 1, 18,2014-03-03
4,4,4,BitterGourd/பாகற்காய், 1, 26,2014-03-03
5,5,5,Bottlegourd/சுரைக்காய், 1, 16,2014-03-03
6,6,6,Pumpkin/பூசணிக்காய், 1, 18,2014-03-03
7,7,7,Bean/அவரை, 1, 30,2014-03-03
8,8,8,ClusterBeans/கொத்தவரை, 1, 24,2014-03-03
9,9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-03-03
10,10,10,Onion/வெங்காயம், 1, 18,2014-03-03
11,11,11,Pallari/பல்லாரி, 1, 15,2014-03-03
12,12,12,Ginger/இஞ்சி, 1, 100,2014-03-03
13,13,13,Potato/உருளைக்கிழங்கு, 1, 22,2014-03-03
14,14,14,Radish/முள்ளங்கி, 1, 16,2014-03-03
15,15,15,Mango/மாங்காய், 1, 58,2014-03-03
16,16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-03-03
17,17,17,Carrot/கேரட், 1, 20,2014-03-03
18,18,18,Beetroot/பீட்ரூட், 1, 20,2014-03-03
19,19,19,Soybeans/சோயாபீன்ஸ், 1, 70,2014-03-03
20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 30,2014-03-03
21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-03-03
22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-03-03
23,23,23,Banana stem/வாழைத்தண்டு, 1, 07,2014-03-03
24,24,24,BananaFlower/வாழைப்பூ, 1, 07,2014-03-03
25,25,25,Curry leaves/கருவேப்பிலை, 1, 25,2014-03-03
26,26,26,Coriander leaves/மல்லி இலை, 1, 25,2014-03-03
27,27,27,Mint/புதினா, 1, 20,2014-03-03
28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-03-03
29,29,29,Garlic/பூண்டு, 1, 120-140,2014-03-03
30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-03-03
31,31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-03-03
32,32,32,SavSav/ சவ்சவ், 1, 16,2014-03-03
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Brinjal/கத்தரிக்காய், 1, 32,2014-04-03
1,1,1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 14,2014-04-03
2,2,2,2,LadyFinger/வெண்டைக்காய், 1, 38,2014-04-03
3,3,3,3,SnakeGuard/புடலங்காய், 1, 20,2014-04-03
4,4,4,4,BitterGourd/பாகற்காய், 1, 26,2014-04-03
5,5,5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-04-03
6,6,6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-04-03
7,7,7,7,Bean/அவரை, 1, 38,2014-04-03
8,8,8,8,ClusterBeans/கொத்தவரை, 1, 26,2014-04-03
9,9,9,9,Red Chillies/குண்டு மிளகாய், 1, 32,2014-04-03
10,10,10,10,Onion/வெங்காயம், 1, 16,2014-04-03
11,11,11,11,Pallari/பல்லாரி, 1, 16,2014-04-03
12,12,12,12,Ginger/இஞ்சி, 1, 130,2014-04-03
13,13,13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-04-03
14,14,14,14,Radish/முள்ளங்கி, 1, 16,2014-04-03
15,15,15,15,Mango/மாங்காய், 1, 30,2014-04-03
16,16,16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-04-03
17,17,17,17,Carrot/கேரட், 1, 20,2014-04-03
18,18,18,18,Beetroot/பீட்ரூட், 1, 14,2014-04-03
19,19,19,19,Soybeans/சோயாபீன்ஸ், 1, 66,2014-04-03
20,20,20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 56,2014-04-03
21,21,21,21,butterbeans/பட்டர்பீன்ஸ், 1, 76,2014-04-03
22,22,22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-04-03
23,23,23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-04-03
24,24,24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-04-03
25,25,25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-04-03
26,26,26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-04-03
27,27,27,27,Mint/புதினா, 1, 20,2014-04-03
28,28,28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-04-03
29,29,29,29,Garlic/பூண்டு, 1, 100-120,2014-04-03
30,30,30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-04-03
31,31,31,31,Papaya/ பப்பாளிப்பழம், 1, 22,2014-04-03
32,32,32,32,SavSav/ சவ்சவ், 1, 20,2014-04-03
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Brinjal, 1, 28,2014-05-03
1,1,1,Tomotto ottu, 1, 14,2014-05-03
2,2,2,LadyFinger, 1, 20,2014-05-03
3,3,3,SnakeGuard, 1, 22,2014-05-03
4,4,4,BitterGourd, 1, 30,2014-05-03
5,5,5,Bottlegourd, 1, 14,2014-05-03
6,6,6,Pumpkin, 1, 16,2014-05-03
7,7,7,Bean, 1, 50,2014-05-03
8,8,8,ClusterBeans, 1, 26,2014-05-03
9,9,9,Red Chillies, 1, 70,2014-05-03
10,10,10,Onion, 1, 26,2014-05-03
11,11,11,Pallari, 1, 20,2014-05-03
12,12,12,Ginger, 1, 130,2014-05-03
13,13,13,Potato, 1, 30,2014-05-03
14,14,14,Radish, 1, 18,2014-05-03
15,15,15,Mango, 1, 22,2014-05-03
16,16,16,Cabbage, 1, 16,2014-05-03
17,17,17,Carrot, 1, 28,2014-05-03
18,18,18,Beetroot, 1, 24,2014-05-03
19,19,19,Soybeans, 1, 100,2014-05-03
20,20,20,Drumstickbeans, 1, 44,2014-05-03
21,21,21,butterbeans, 1, –,2014-05-03
22,22,22,Banana nut, 1 piece, 03,2014-05-03
23,23,23,Banana stem, 1, 08,2014-05-03
24,24,24,BananaFlower, 1, 08,2014-05-03
25,25,25,Curry leaves, 1, 30,2014-05-03
26,26,26,Coriander leaves, 1, 35,2014-05-03
27,27,27,Mint, 1, 30,2014-05-03
28,28,28,GreensLeaves, 1, 8,2014-05-03
29,29,29,Garlic, 1, 100-120,2014-05-03
30,30,30,ButtonMushrooms, 1, 180,2014-05-03
31,31,31,Papaya, 1, 26,2014-05-03
32,32,32,SavSav, 1, 30,2014-05-03
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 40,2014-1-4
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 12,2014-1-4
2,2,LadyFinger/வெண்டைக்காய், 1, 20,2014-1-4
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-1-4
4,4,BitterGourd/பாகற்காய், 1, 22,2014-1-4
5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-1-4
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-1-4
7,7,Bean/அவரை, 1, 24,2014-1-4
8,8,ClusterBeans/கொத்தவரை, 1, 16,2014-1-4
9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-1-4
10,10,Onion/வெங்காயம், 1, 30,2014-1-4
11,11,Pallari/பல்லாரி, 1, 26,2014-1-4
12,12,Ginger/இஞ்சி, 1, 90,2014-1-4
13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-1-4
14,14,Radish/முள்ளங்கி, 1, 18,2014-1-4
15,15,Mango/மாங்காய், 1, 40,2014-1-4
16,16,Cabbage/முட்டைக்கோஸ், 1, 16,2014-1-4
17,17,Carrot/கேரட், 1, 28,2014-1-4
18,18,Beetroot/பீட்ரூட், 1, 20,2014-1-4
19,19,Soybeans/சோயாபீன்ஸ், 1, 70,2014-1-4
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 38,2014-1-4
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 80,2014-1-4
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-1-4
23,23,Banana stem/வாழைத்தண்டு, 1, 8,2014-1-4
24,24,BananaFlower/வாழைப்பூ, 1, 8,2014-1-4
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-1-4
26,26,Coriander leaves/மல்லி இலை, 1, 40,2014-1-4
27,27,Mint/புதினா, 1, 30,2014-1-4
28,28,GreensLeaves/கீரைக்கட்டு, 1, 8,2014-1-4
29,29,Garlic/பூண்டு, 1, 100-120,2014-1-4
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 185,2014-1-4
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-1-4
32,32,SavSav/ சவ்சவ், 1, 18,2014-1-4
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 34,2014-2-4
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-2-4
2,2,LadyFinger/வெண்டைக்காய், 1, 32,2014-2-4
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-2-4
4,4,BitterGourd/பாகற்காய், 1, 30,2014-2-4
5,5,Bottlegourd/சுரைக்காய், 1, 16,2014-2-4
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-2-4
7,7,Bean/அவரை, 1, 30,2014-2-4
8,8,ClusterBeans/கொத்தவரை, 1, 18,2014-2-4
9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-2-4
10,10,Onion/வெங்காயம், 1, 22,2014-2-4
11,11,Pallari/பல்லாரி, 1, 18,2014-2-4
12,12,Ginger/இஞ்சி, 1, 90,2014-2-4
13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-2-4
14,14,Radish/முள்ளங்கி, 1, 14,2014-2-4
15,15,Mango/மாங்காய், 1, 44,2014-2-4
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-2-4
17,17,Carrot/கேரட், 1, 20,2014-2-4
18,18,Beetroot/பீட்ரூட், 1, 20,2014-2-4
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-2-4
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 30,2014-2-4
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 64,2014-2-4
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-2-4
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-2-4
24,24,BananaFlower/வாழைப்பூ, 1, 08,2014-2-4
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-2-4
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-2-4
27,27,Mint/புதினா, 1, 30,2014-2-4
28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-2-4
29,29,Garlic/பூண்டு, 1, 120-140,2014-2-4
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-2-4
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-2-4
32,32,SavSav/ சவ்சவ், 1, 16,2014-2-4
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 32,2014-3-4
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-3-4
2,2,LadyFinger/வெண்டைக்காய், 1, 32,2014-3-4
3,3,SnakeGuard/புடலங்காய், 1, 20,2014-3-4
4,4,BitterGourd/பாகற்காய், 1, 24,2014-3-4
5,5,Bottlegourd/சுரைக்காய், 1, 14,2014-3-4
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-3-4
7,7,Bean/அவரை, 1, 30,2014-3-4
8,8,ClusterBeans/கொத்தவரை, 1, 24,2014-3-4
9,9,Red Chillies/குண்டு மிளகாய், 1, 26,2014-3-4
10,10,Onion/வெங்காயம், 1, 18,2014-3-4
11,11,Pallari/பல்லாரி, 1, 14,2014-3-4
12,12,Ginger/இஞ்சி, 1, 90,2014-3-4
13,13,Potato/உருளைக்கிழங்கு, 1, 22,2014-3-4
14,14,Radish/முள்ளங்கி, 1, 14,2014-3-4
15,15,Mango/மாங்காய், 1, 54,2014-3-4
16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-3-4
17,17,Carrot/கேரட், 1, 18,2014-3-4
18,18,Beetroot/பீட்ரூட், 1, 20,2014-3-4
19,19,Soybeans/சோயாபீன்ஸ், 1, 70,2014-3-4
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 40,2014-3-4
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-3-4
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-3-4
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-3-4
24,24,BananaFlower/வாழைப்பூ, 1, 08,2014-3-4
25,25,Curry leaves/கருவேப்பிலை, 1, 25,2014-3-4
26,26,Coriander leaves/மல்லி இலை, 1, 25,2014-3-4
27,27,Mint/புதினா, 1, 20,2014-3-4
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-3-4
29,29,Garlic/பூண்டு, 1, 120-140,2014-3-4
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-3-4
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-3-4
32,32,SavSav/ சவ்சவ், 1, 16,2014-3-4
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 32,2014-4-4
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 14,2014-4-4
2,2,LadyFinger/வெண்டைக்காய், 1, 38,2014-4-4
3,3,SnakeGuard/புடலங்காய், 1, 20,2014-4-4
4,4,BitterGourd/பாகற்காய், 1, 26,2014-4-4
5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-4-4
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-4-4
7,7,Bean/அவரை, 1, 38,2014-4-4
8,8,ClusterBeans/கொத்தவரை, 1, 26,2014-4-4
9,9,Red Chillies/குண்டு மிளகாய், 1, 32,2014-4-4
10,10,Onion/வெங்காயம், 1, 16,2014-4-4
11,11,Pallari/பல்லாரி, 1, 16,2014-4-4
12,12,Ginger/இஞ்சி, 1, 130,2014-4-4
13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-4-4
14,14,Radish/முள்ளங்கி, 1, 16,2014-4-4
15,15,Mango/மாங்காய், 1, 30,2014-4-4
16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-4-4
17,17,Carrot/கேரட், 1, 20,2014-4-4
18,18,Beetroot/பீட்ரூட், 1, 14,2014-4-4
19,19,Soybeans/சோயாபீன்ஸ், 1, 66,2014-4-4
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 56,2014-4-4
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 76,2014-4-4
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-4-4
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-4-4
24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-4-4
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-4-4
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-4-4
27,27,Mint/புதினா, 1, 20,2014-4-4
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-4-4
29,29,Garlic/பூண்டு, 1, 100-120,2014-4-4
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-4-4
31,31,Papaya/ பப்பாளிப்பழம், 1, 22,2014-4-4
32,32,SavSav/ சவ்சவ், 1, 20,2014-4-4
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 26,2014-5-4
1,1,Tomotto ottu, 1, 14,2014-5-4
2,2,LadyFinger, 1, 20,2014-5-4
3,3,SnakeGuard, 1, 26,2014-5-4
4,4,BitterGourd, 1, 34,2014-5-4
5,5,Bottlegourd, 1, 16,2014-5-4
6,6,Pumpkin, 1, 18,2014-5-4
7,7,Bean, 1, 50,2014-5-4
8,8,ClusterBeans, 1, 26,2014-5-4
9,9,Red Chillies, 1, 50,2014-5-4
10,10,Onion, 1, 24,2014-5-4
11,11,Pallari, 1, 20,2014-5-4
12,12,Ginger, 1, 130,2014-5-4
13,13,Potato, 1, 28,2014-5-4
14,14,Radish, 1, 16,2014-5-4
15,15,Mango, 1, 20,2014-5-4
16,16,Cabbage, 1, 18,2014-5-4
17,17,Carrot, 1, 26,2014-5-4
18,18,Beetroot, 1, 24,2014-5-4
19,19,Soybeans, 1, 110,2014-5-4
20,20,Drumstickbeans, 1, 48,2014-5-4
21,21,butterbeans, 1, –,2014-5-4
22,22,Banana nut, 1 piece, 04,2014-5-4
23,23,Banana stem, 1, 10,2014-5-4
24,24,BananaFlower, 1, 10,2014-5-4
25,25,Curry leaves, 1, 35,2014-5-4
26,26,Coriander leaves, 1, 40,2014-5-4
27,27,Mint, 1, 30,2014-5-4
28,28,GreensLeaves, 1, 10,2014-5-4
29,29,Garlic, 1, 100-120,2014-5-4
30,30,ButtonMushrooms, 1, 190,2014-5-4
31,31,Papaya, 1, 24,2014-5-4
32,32,SavSav, 1, 30,2014-5-4
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 38,2014-1-5
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 14,2014-1-5
2,2,LadyFinger/வெண்டைக்காய், 1, 20,2014-1-5
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-1-5
4,4,BitterGourd/பாகற்காய், 1, 24,2014-1-5
5,5,Bottlegourd/சுரைக்காய், 1, 14,2014-1-5
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-1-5
7,7,Bean/அவரை, 1, 26,2014-1-5
8,8,ClusterBeans/கொத்தவரை, 1, 16,2014-1-5
9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-1-5
10,10,Onion/வெங்காயம், 1, 28,2014-1-5
11,11,Pallari/பல்லாரி, 1, 24,2014-1-5
12,12,Ginger/இஞ்சி, 1, 90,2014-1-5
13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-1-5
14,14,Radish/முள்ளங்கி, 1, 16,2014-1-5
15,15,Mango/மாங்காய், 1, 40,2014-1-5
16,16,Cabbage/முட்டைக்கோஸ், 1, 16,2014-1-5
17,17,Carrot/கேரட், 1, 30,2014-1-5
18,18,Beetroot/பீட்ரூட், 1, 24,2014-1-5
19,19,Soybeans/சோயாபீன்ஸ், 1, 70,2014-1-5
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 38,2014-1-5
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 80,2014-1-5
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-1-5
23,23,Banana stem/வாழைத்தண்டு, 1, 10,2014-1-5
24,24,BananaFlower/வாழைப்பூ, 1, 10,2014-1-5
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-1-5
26,26,Coriander leaves/மல்லி இலை, 1, 40,2014-1-5
27,27,Mint/புதினா, 1, 30,2014-1-5
28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-1-5
29,29,Garlic/பூண்டு, 1, 100-130,2014-1-5
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-1-5
31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-1-5
32,32,SavSav/ சவ்சவ், 1, 18,2014-1-5
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 34,2014-2-5
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-2-5
2,2,LadyFinger/வெண்டைக்காய், 1, 32,2014-2-5
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-2-5
4,4,BitterGourd/பாகற்காய், 1, 30,2014-2-5
5,5,Bottlegourd/சுரைக்காய், 1, 16,2014-2-5
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-2-5
7,7,Bean/அவரை, 1, 30,2014-2-5
8,8,ClusterBeans/கொத்தவரை, 1, 18,2014-2-5
9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-2-5
10,10,Onion/வெங்காயம், 1, 22,2014-2-5
11,11,Pallari/பல்லாரி, 1, 18,2014-2-5
12,12,Ginger/இஞ்சி, 1, 90,2014-2-5
13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-2-5
14,14,Radish/முள்ளங்கி, 1, 14,2014-2-5
15,15,Mango/மாங்காய், 1, 44,2014-2-5
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-2-5
17,17,Carrot/கேரட், 1, 20,2014-2-5
18,18,Beetroot/பீட்ரூட், 1, 20,2014-2-5
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-2-5
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 30,2014-2-5
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 64,2014-2-5
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-2-5
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-2-5
24,24,BananaFlower/வாழைப்பூ, 1, 08,2014-2-5
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-2-5
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-2-5
27,27,Mint/புதினா, 1, 30,2014-2-5
28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-2-5
