,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
17,17,17,Sunami Sambar, 1, 15,2017- 8-5
18,18,18,Pusanikai, 1, 6 to 7,2017- 8-5
19,19,19,Kalla Manga/Mango, 1, 60,2017- 8-5
20,20,20,Orutu Manga/Mango, 1, 45 to 50,2017- 8-5
21,21,21,Potato 1st Quality, 1, 20,2017- 8-5
22,22,22,Potato 2nd Quality, 1, 15,2017- 8-5
23,23,23,Coconut 1st Quality, –, 28 to 30,2017- 8-5
24,24,24,Coconut 2nd Quality, –, 23 to 25,2017- 8-5
25,25,25,Green Chilli, 1, 90,2017- 8-5
26,26,26,Cauliflower 1st Quality, –, 30,2017- 8-5
27,27,27,Cauliflower 2nd Quality, –, 25,2017- 8-5
28,28,28,Katharikai Pachai, 1, 25 to 30,2017- 8-5
29,29,29,Katharikai ootha, 1, 25,2017- 8-5
30,30,30,Valai Thar, –, 32,2017- 8-5
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017- 8-5
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 18 to 20,2017- 8-5
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 15,2017- 8-5
34,34,34,Kothamalli 1st Quality, 1 kattu, 18 to 20,2017- 8-5
35,35,35,Kothamalli 2nd Quality, 1 kattu, 15,2017- 8-5
36,36,36,Mullangi 1st Quality, 1, 40,2017- 8-5
37,37,37,Mullangi 2nd Quality, 1, 35,2017- 8-5
38,38,38,Inji/Ginger, 1, 40 to 50,2017- 8-5
39,39,39,Butter Beans, 1, 90 to 100,2017- 8-5
40,40,40,Mutta Kose, 1, 10 to 12,2017- 8-5
41,41,41,Pachai Pattani, 1, 90 to 100,2017- 8-5
42,42,42,Pakarkai, 1, 30,2017- 8-5
43,43,43,Nookal, 1, 40,2017- 8-5
44,44,44,Chaw Chaw, 1, 20,2017- 8-5
45,45,45,Kovakkai, 1, 32,2017- 8-5
46,46,46,Kothavarangai, 1, 35,2017- 8-5
47,47,47,Nellikai, 1, 40,2017- 8-5
48,48,48,Narthangai, 1, 35,2017- 8-5
49,49,49,Vellarikai, 1, 25,2017- 8-5
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 60 to 70,2017-10-6
1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-10-6
2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-10-6
3,3,3,Small Onion, 1, 80 to 100,2017-10-6
4,4,4,Bellary (Big Onion), 1, 27,2017-10-6
5,5,5,Beans 1st Quality, –, 50,2017-10-6
6,6,6,Beans 2nd Quality, 1, 45,2017-10-6
7,7,7,Carrot 1st Quality, 1, 30 to 35,2017-10-6
8,8,8,Carrot 2nd Quality, 1, 25 ti 30,2017-10-6
9,9,9,Vendai Kai/Lady Finger, 1, 10 to 12,2017-10-6
10,10,10,Maram Murungai, 1, 80,2017-10-6
11,11,11,Chedi Murungai, 1, 60 to 70,2017-10-6
12,12,12,Avarai Ottu, 1, 37 to 50,2017-10-6
13,13,13,Pachai Payaru, 1, 28,2017-10-6
14,14,14,Vellai Payaru, 1, 30,2017-10-6
15,15,15,Suraikai, 1, 6,2017-10-6
16,16,16,Beetroot, 1, 20 to 25,2017-10-6
17,17,17,Sunami Sambar, 1, 5.50,2017-10-6
18,18,18,Pusanikai, 1, 12,2017-10-6
19,19,19,Kalla Manga/Mango, 1, 85,2017-10-6
20,20,20,Orutu Manga/Mango, 1, 65 to 90,2017-10-6
21,21,21,Potato 1st Quality, 1, 15 to 20,2017-10-6
22,22,22,Potato 2nd Quality, 1, 10,2017-10-6
23,23,23,Coconut 1st Quality, –, 40 to 45,2017-10-6
24,24,24,Coconut 2nd Quality, –, 35 to 40,2017-10-6
25,25,25,Green Chilli, 1, 25 to 30,2017-10-6
26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-10-6
27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017-10-6
28,28,28,Katharikai Pachai, 1, 50,2017-10-6
29,29,29,Katharikai ootha, 1, 35,2017-10-6
30,30,30,Valai Thar, –, 26,2017-10-6
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-6
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 15,2017-10-6
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-6
34,34,34,Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-10-6
35,35,35,Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-10-6
36,36,36,Mullangi 1st Quality, 1, 30 to 35,2017-10-6
37,37,37,Mullangi 2nd Quality, 1, 25 to 30,2017-10-6
38,38,38,Inji/Ginger, 1, 45 to 50,2017-10-6
39,39,39,Butter Beans, 1, 120,2017-10-6
40,40,40,Mutta Kose, 1, 35 to 40,2017-10-6
41,41,41,Pachai Pattani, 1, 120,2017-10-6
42,42,42,Pakarkai, 1, 30,2017-10-6
43,43,43,Nookal, 1, 30,2017-10-6
44,44,44,Chaw Chaw, 1, 8 to 10,2017-10-6
45,45,45,Kovakkai, 1, 28 to 30,2017-10-6
46,46,46,Kothavarangai, 1, 12,2017-10-6
47,47,47,Nellikai, 1, 20 to 25,2017-10-6
48,48,48,Narthangai, 1, 20 to 30,2017-10-6
49,49,49,Vellarikai, 1, 23,2017-10-6
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 30 to 40,2017-11-6
1,1,1,Tomato/Thakkali 1st Quality, 1, 25 to 30,2017-11-6
2,2,2,Tomato/Thakkali 2nd Quality, 1, 20 to 25,2017-11-6
3,3,3,Small Onion, 1, 100 to 125,2017-11-6
4,4,4,Bellary (Big Onion), 1, 40 to 45,2017-11-6
5,5,5,Beans 1st Quality, –, 35 to 50,2017-11-6
6,6,6,Beans 2nd Quality, 1, 30 to 45,2017-11-6
7,7,7,Carrot 1st Quality, 1, 25 to 30,2017-11-6
8,8,8,Carrot 2nd Quality, 1, 20 to 25,2017-11-6
9,9,9,Vendai Kai/Lady Finger, 1, 10 to 12,2017-11-6
10,10,10,Maram Murungai, 1, 55,2017-11-6
11,11,11,Chedi Murungai, 1, 40,2017-11-6
12,12,12,Avarai Ottu, 1, 25 to 55,2017-11-6
13,13,13,Pachai Payaru, 1, 18,2017-11-6
14,14,14,Vellai Payaru, 1, 20,2017-11-6
15,15,15,Suraikai, 1, 2,2017-11-6
16,16,16,Beetroot, 1, 27,2017-11-6
17,17,17,Sunami Sambar, 1, 10,2017-11-6
18,18,18,Pusanikai, 1, 7,2017-11-6
19,19,19,Kalla Manga/Mango, 1, 70,2017-11-6
20,20,20,Orutu Manga/Mango, 1, 65,2017-11-6
21,21,21,Potato 1st Quality, 1, 12 to 18,2017-11-6
22,22,22,Potato 2nd Quality, 1, 10,2017-11-6
23,23,23,Coconut 1st Quality, –, 42 to 46,2017-11-6
24,24,24,Coconut 2nd Quality, –, 35,2017-11-6
25,25,25,Green Chilli, 1, 26 to 31,2017-11-6
26,26,26,Cauliflower 1st Quality, –, 30 to 35,2017-11-6
27,27,27,Cauliflower 2nd Quality, –, 25 to 30,2017-11-6
28,28,28,Katharikai Pachai, 1, 30,2017-11-6
29,29,29,Katharikai ootha, 1, 25,2017-11-6
30,30,30,Valai Thar, –, 24 to 26,2017-11-6
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-11-6
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 14,2017-11-6
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-11-6
34,34,34,Kothamalli 1st Quality, 1 kattu, 20 to 40,2017-11-6
35,35,35,Kothamalli 2nd Quality, 1 kattu, 15 to 35,2017-11-6
36,36,36,Mullangi 1st Quality, 1, 30 to 40,2017-11-6
37,37,37,Mullangi 2nd Quality, 1, 25 to 35,2017-11-6
38,38,38,Inji/Ginger, 1, 30 to 40,2017-11-6
39,39,39,Butter Beans, 1, 100 to 120,2017-11-6
40,40,40,Mutta Kose, 1, 40 to 50,2017-11-6
41,41,41,Pachai Pattani, 1, 100 to 120,2017-11-6
42,42,42,Pakarkai, 1, 15 to 18,2017-11-6
43,43,43,Nookal, 1, 20 to 25,2017-11-6
44,44,44,Chaw Chaw, 1, 10,2017-11-6
45,45,45,Kovakkai, 1, 15,2017-11-6
46,46,46,Kothavarangai, 1, 12,2017-11-6
47,47,47,Nellikai, 1, 20 to 25,2017-11-6
48,48,48,Narthangai, 1, 100 to 120,2017-11-6
49,49,49,Vellarikai, 1, 20,2017-11-6
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 30,2017- 2-6
1,1,1,Tomato/Thakkali 1st Quality, 1, 25,2017- 2-6
2,2,2,Tomato/Thakkali 2nd Quality, 1, 20,2017- 2-6
3,3,3,Small Onion, 1, 25 to 30,2017- 2-6
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017- 2-6
5,5,5,Beans 1st Quality, –, 70,2017- 2-6
6,6,6,Beans 2nd Quality, 1, 65,2017- 2-6
7,7,7,Carrot 1st Quality, 1, 20,2017- 2-6
8,8,8,Carrot 2nd Quality, 1, 15,2017- 2-6
9,9,9,Vendai Kai/Lady Finger, 1, 60,2017- 2-6
10,10,10,Maram Murungai, 1, 21,2017- 2-6
11,11,11,Chedi Murungai, 1, 24 to 40,2017- 2-6
12,12,12,Avarai Ottu, 1, 27,2017- 2-6
13,13,13,Pachai Payaru, 1, 40,2017- 2-6
14,14,14,Vellai Payaru, 1, 20,2017- 2-6
15,15,15,Suraikai, 1, 7,2017- 2-6
16,16,16,Beetroot, 1, _,2017- 2-6
17,17,17,Sunami Sambar, 1, 16,2017- 2-6
18,18,18,Pusanikai, 1, 8,2017- 2-6
19,19,19,Kalla Manga/Mango, 1, 20,2017- 2-6
20,20,20,Orutu Manga/Mango, 1, 15 to 20,2017- 2-6
21,21,21,Potato 1st Quality, 1, 15 to 20,2017- 2-6
22,22,22,Potato 2nd Quality, 1, 10 to 12,2017- 2-6
23,23,23,Coconut 1st Quality, –, 30 to 34,2017- 2-6
24,24,24,Coconut 2nd Quality, –, 28 to 30,2017- 2-6
25,25,25,Green Chilli, 1, 21 to 60,2017- 2-6
26,26,26,Cauliflower 1st Quality, –, 15,2017- 2-6
27,27,27,Cauliflower 2nd Quality, –, 10,2017- 2-6
28,28,28,Katharikai Pachai, 1, 30 to 40,2017- 2-6
29,29,29,Katharikai ootha, 1, 20,2017- 2-6
30,30,30,Valai Thar, –, 28 to 30,2017- 2-6
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017- 2-6
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 15 to 20,2017- 2-6
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10 to 12,2017- 2-6
34,34,34,Kothamalli 1st Quality, 1 kattu, 15 to 20,2017- 2-6
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10 to 12,2017- 2-6
36,36,36,Mullangi 1st Quality, 1, 15 to 20,2017- 2-6
37,37,37,Mullangi 2nd Quality, 1, 10 to 12,2017- 2-6
38,38,38,Inji/Ginger, 1, 25 to 30,2017- 2-6
39,39,39,Butter Beans, 1, 60 to 80,2017- 2-6
40,40,40,Mutta Kose, 1, 8 to 10,2017- 2-6
41,41,41,Pachai Pattani, 1, 30 to 40,2017- 2-6
42,42,42,Pakarkai, 1, 26,2017- 2-6
43,43,43,Nookal, 1, 20,2017- 2-6
44,44,44,Chaw Chaw, 1, 20,2017- 2-6
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 40,2017- 3-6
1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017- 3-6
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017- 3-6
3,3,3,Small Onion, 1, 50 to 55,2017- 3-6
4,4,4,Bellary (Big Onion), 1, 12 to 15,2017- 3-6
5,5,5,Beans 1st Quality, –, 50 to 65,2017- 3-6
6,6,6,Beans 2nd Quality, 1, 45 to 60,2017- 3-6
7,7,7,Carrot 1st Quality, 1, 37,2017- 3-6
8,8,8,Carrot 2nd Quality, 1, 32,2017- 3-6
9,9,9,Vendai Kai/Lady Finger, 1, 38,2017- 3-6
10,10,10,Maram Murungai, 1, 6 to 7,2017- 3-6
11,11,11,Chedi Murungai, 1, 10,2017- 3-6
12,12,12,Avarai Ottu, 1, 35,2017- 3-6
13,13,13,Pachai Payaru, 1, 25,2017- 3-6
14,14,14,Vellai Payaru, 1, 35,2017- 3-6
15,15,15,Suraikai, 1, 9,2017- 3-6
16,16,16,Beetroot, 1, 16 to 17,2017- 3-6
17,17,17,Sunami Sambar, 1, 24 to 25,2017- 3-6
18,18,18,Pusanikai, 1, 19,2017- 3-6
19,19,19,Kalla Manga/Mango, 1, 17 to 19,2017- 3-6
20,20,20,Orutu Manga/Mango, 1, 15,2017- 3-6
21,21,21,Potato 1st Quality, 1, 12 to 15,2017- 3-6
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017- 3-6
23,23,23,Coconut 1st Quality, –, 25 to 28,2017- 3-6
24,24,24,Coconut 2nd Quality, –, 20 to 23,2017- 3-6
25,25,25,Green Chilli, 1, 11 to 35,2017- 3-6
26,26,26,Cauliflower 1st Quality, –, 25,2017- 3-6
27,27,27,Cauliflower 2nd Quality, –, 20,2017- 3-6
28,28,28,Katharikai Pachai, 1, 40 to 45,2017- 3-6
29,29,29,Katharikai ootha, 1, 35,2017- 3-6
30,30,30,Valai Thar, –, 20 to 25,2017- 3-6
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017- 3-6
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 14,2017- 3-6
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 9,2017- 3-6
34,34,34,Kothamalli 1st Quality, 1 kattu, 15,2017- 3-6
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10,2017- 3-6
36,36,36,Mullangi 1st Quality, 1, 20,2017- 3-6
37,37,37,Mullangi 2nd Quality, 1, 15,2017- 3-6
38,38,38,Inji/Ginger, 1, 25,2017- 3-6
39,39,39,Butter Beans, 1, 140,2017- 3-6
40,40,40,Mutta Kose, 1, 8 to 10,2017- 3-6
41,41,41,Pachai Pattani, 1, 25,2017- 3-6
42,42,42,Pakarkai, 1, 35,2017- 3-6
43,43,43,Nookal, 1, 25,2017- 3-6
44,44,44,Chaw Chaw, 1, 25,2017- 3-6
45,45,45,Kovakkai, 1, 15,2017- 3-6
46,46,46,Kothavarangai, 1, 55,2017- 3-6
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,Lemon, 1, 55 to 60,2017- 4-6
1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017- 4-6
2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017- 4-6
3,3,3,3,3,Small Onion, 1, 50 to 55,2017- 4-6
4,4,4,4,4,Bellary (Big Onion), 1, 12 to 15,2017- 4-6
5,5,5,5,5,Beans 1st Quality, –, 70 to 75,2017- 4-6
6,6,6,6,6,Beans 2nd Quality, 1, 65 to 70,2017- 4-6
7,7,7,7,7,Carrot 1st Quality, 1, 35 to 48,2017- 4-6
8,8,8,8,8,Carrot 2nd Quality, 1, 30 to 43,2017- 4-6
9,9,9,9,9,Vendai Kai/Lady Finger, 1, 15 to 18,2017- 4-6
10,10,10,10,10,Maram Murungai, 1, 5 to 6,2017- 4-6
11,11,11,11,11,Chedi Murungai, 1, 8,2017- 4-6
12,12,12,12,12,Avarai Ottu, 1, 35,2017- 4-6
13,13,13,13,13,Pachai Payaru, 1, 30,2017- 4-6
14,14,14,14,14,Vellai Payaru, 1, 25,2017- 4-6
15,15,15,15,15,Suraikai, 1, 10,2017- 4-6
16,16,16,16,16,Beetroot, 1, 24,2017- 4-6
17,17,17,17,17,Sunami Sambar, 1, 20 to 25,2017- 4-6
18,18,18,18,18,Pusanikai, 1, 20 to 22,2017- 4-6
19,19,19,19,19,Kalla Manga/Mango, 1, 15,2017- 4-6
20,20,20,20,20,Orutu Manga/Mango, 1, 12,2017- 4-6
21,21,21,21,21,Potato 1st Quality, 1, 15 to 18,2017- 4-6
22,22,22,22,22,Potato 2nd Quality, 1, 10 to 13,2017- 4-6
23,23,23,23,23,Coconut 1st Quality, –, 25,2017- 4-6
24,24,24,24,24,Coconut 2nd Quality, –, 20,2017- 4-6
25,25,25,25,25,Green Chilli, 1, 22 to 35,2017- 4-6
26,26,26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017- 4-6
27,27,27,27,27,Cauliflower 2nd Quality, –, 15 to20,2017- 4-6
28,28,28,28,28,Katharikai Pachai, 1, 30 to 55,2017- 4-6
29,29,29,29,29,Katharikai ootha, 1, 40,2017- 4-6
30,30,30,30,30,Valai Thar, –, 25,2017- 4-6
31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20 to 25,2017- 4-6
32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017- 4-6
33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017- 4-6
34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 40,2017- 4-6
35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 35,2017- 4-6
36,36,36,36,36,Mullangi 1st Quality, 1, 25,2017- 4-6
37,37,37,37,37,Mullangi 2nd Quality, 1, 20,2017- 4-6
38,38,38,38,38,Inji/Ginger, 1, 25,2017- 4-6
39,39,39,39,39,Butter Beans, 1, 180,2017- 4-6
40,40,40,40,40,Mutta Kose, 1, 25,2017- 4-6
41,41,41,41,41,Pachai Pattani, 1, 80,2017- 4-6
42,42,42,42,42,Pakarkai, 1, _,2017- 4-6
43,43,43,43,43,Nookal, 1, 30 to 35,2017- 4-6
44,44,44,44,44,Chaw Chaw, 1, 25,2017- 4-6
45,45,45,45,45,Kovakkai, 1, 18,2017- 4-6
46,46,46,46,46,Kothavarangai, 1, 18 to 20,2017- 4-6
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 45 to 55,2017- 5-6
1,1,1,Tomato/Thakkali 1st Quality, 1, 8 to 10,2017- 5-6
2,2,2,Tomato/Thakkali 2nd Quality, 1, –,2017- 5-6
3,3,3,Small Onion, 1, 75 to 85,2017- 5-6
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017- 5-6
5,5,5,Beans 1st Quality, –, 60 to 70,2017- 5-6
6,6,6,Beans 2nd Quality, 1, 55 to 65,2017- 5-6
7,7,7,Carrot 1st Quality, 1, 70 to 80,2017- 5-6
8,8,8,Carrot 2nd Quality, 1, 65 to 75,2017- 5-6
9,9,9,Vendai Kai/Lady Finger, 1, 15,2017- 5-6
10,10,10,Maram Murungai, 1, 28 to 38,2017- 5-6
11,11,11,Chedi Murungai, 1, 16,2017- 5-6
12,12,12,Avarai Ottu, 1, 10 to 15,2017- 5-6
13,13,13,Pachai Payaru, 1, 25,2017- 5-6
14,14,14,Vellai Payaru, 1, 20,2017- 5-6
15,15,15,Suraikai, 1, 8,2017- 5-6
16,16,16,Beetroot, 1, 33 to 35,2017- 5-6
17,17,17,Sunami Sambar, 1, 12 to 15,2017- 5-6
18,18,18,Pusanikai, 1, 10 to 14,2017- 5-6
19,19,19,Kalla Manga/Mango, 1, 10,2017- 5-6
20,20,20,Orutu Manga/Mango, 1, 8 to 9,2017- 5-6
21,21,21,Potato 1st Quality, 1, 15 to 18,2017- 5-6
22,22,22,Potato 2nd Quality, 1, 10 to 13,2017- 5-6
23,23,23,Coconut 1st Quality, –, 25,2017- 5-6
24,24,24,Coconut 2nd Quality, –, 20,2017- 5-6
25,25,25,Green Chilli, 1, 20 to 25,2017- 5-6
26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017- 5-6
27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017- 5-6
28,28,28,Katharikai Pachai, 1, 40,2017- 5-6
29,29,29,Katharikai ootha, 1, 20,2017- 5-6
30,30,30,Valai Thar, –, 23,2017- 5-6
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017- 5-6
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 23,2017- 5-6
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 18,2017- 5-6
34,34,34,Kothamalli 1st Quality, 1 kattu, 100 to 120,2017- 5-6
35,35,35,Kothamalli 2nd Quality, 1 kattu, 95 to 115,2017- 5-6
36,36,36,Mullangi 1st Quality, 1, 35,2017- 5-6
37,37,37,Mullangi 2nd Quality, 1, 30,2017- 5-6
38,38,38,Inji/Ginger, 1, 25,2017- 5-6
39,39,39,Butter Beans, 1, 160,2017- 5-6
40,40,40,Mutta Kose, 1, 20,2017- 5-6
41,41,41,Pachai Pattani, 1, 140,2017- 5-6
42,42,42,Pakarkai, 1, 35 to 40,2017- 5-6
43,43,43,Nookal, 1, 40,2017- 5-6
44,44,44,Chaw Chaw, 1, 30,2017- 5-6
45,45,45,Kovakkai, 1, 18,2017- 5-6
46,46,46,Kothavarangai, 1, 13,2017- 5-6
47,47,47,Nellikai, 1, 35,2017- 5-6
48,48,48,Narthangai, 1, 55 to 75,2017- 5-6
49,49,49,Vellarikai, 1, 24,2017- 5-6
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 70 to85,2017- 6-6
1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017- 6-6
2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017- 6-6
3,3,3,Small Onion, 1, 85 to90,2017- 6-6
4,4,4,Bellary (Big Onion), 1, 14 to15,2017- 6-6
5,5,5,Beans 1st Quality, –, 40 to45,2017- 6-6
6,6,6,Beans 2nd Quality, 1, 35 to40,2017- 6-6
7,7,7,Carrot 1st Quality, 1, 60 to65,2017- 6-6
8,8,8,Carrot 2nd Quality, 1, 55 to60,2017- 6-6
9,9,9,Vendai Kai/Lady Finger, 1, 21,2017- 6-6
10,10,10,Maram Murungai, 1, 12,2017- 6-6
11,11,11,Chedi Murungai, 1, 17,2017- 6-6
12,12,12,Avarai Ottu, 1, 25,2017- 6-6
13,13,13,Pachai Payaru, 1, 15,2017- 6-6
14,14,14,Vellai Payaru, 1, 20,2017- 6-6
15,15,15,Suraikai, 1, 5,2017- 6-6
16,16,16,Beetroot, 1, 18 to26,2017- 6-6
17,17,17,Sunami Sambar, 1, 10 to15,2017- 6-6
18,18,18,Pusanikai, 1, 6 to7,2017- 6-6
19,19,19,Kalla Manga/Mango, 1, 11,2017- 6-6
20,20,20,Orutu Manga/Mango, 1, 9,2017- 6-6
21,21,21,Potato 1st Quality, 1, 15 to16,2017- 6-6
22,22,22,Potato 2nd Quality, 1, 10,2017- 6-6
23,23,23,Coconut 1st Quality, –, 25 to26,2017- 6-6
24,24,24,Coconut 2nd Quality, –, 20 to21,2017- 6-6
25,25,25,Green Chilli, 1, 30 to43,2017- 6-6
26,26,26,Cauliflower 1st Quality, –, 25,2017- 6-6
27,27,27,Cauliflower 2nd Quality, –, 20,2017- 6-6
28,28,28,Katharikai Pachai, 1, 30,2017- 6-6
29,29,29,Katharikai ootha, 1, 20,2017- 6-6
30,30,30,Valai Thar, –, 26,2017- 6-6
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017- 6-6
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 24,2017- 6-6
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20,2017- 6-6
34,34,34,Kothamalli 1st Quality, 1 kattu, 100 to120,2017- 6-6
35,35,35,Kothamalli 2nd Quality, 1 kattu, 95 to115,2017- 6-6
36,36,36,Mullangi 1st Quality, 1, 20 to25,2017- 6-6
37,37,37,Mullangi 2nd Quality, 1, 15 to20,2017- 6-6
38,38,38,Inji/Ginger, 1, 25 to30,2017- 6-6
39,39,39,Butter Beans, 1, 160,2017- 6-6
40,40,40,Mutta Kose, 1, 20,2017- 6-6
41,41,41,Pachai Pattani, 1, 150,2017- 6-6
42,42,42,Pakarkai, 1, 45,2017- 6-6
43,43,43,Nookal, 1, 30,2017- 6-6
44,44,44,Chaw Chaw, 1, 18 to28,2017- 6-6
45,45,45,Kovakkai, 1, 15,2017- 6-6
46,46,46,Kothavarangai, 1, 15,2017- 6-6
47,47,47,Nellikai, 1, 40,2017- 6-6
48,48,48,Narthangai, 1, 45,2017- 6-6
49,49,49,Vellarikai, 1, 18,2017- 6-6
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Lemon, 1, 30,2017- 7-6
1,1,1,1,Tomato/Thakkali 1st Quality, 1, 60 to 70,2017- 7-6
2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 55 to 65,2017- 7-6
3,3,3,3,Small Onion, 1, 80 to 120,2017- 7-6
4,4,4,4,Bellary (Big Onion), 1, 11 to 12,2017- 7-6
5,5,5,5,Beans 1st Quality, –, 50 to 60,2017- 7-6
6,6,6,6,Beans 2nd Quality, 1, 45 to 55,2017- 7-6
7,7,7,7,Carrot 1st Quality, 1, 60 to 65,2017- 7-6
8,8,8,8,Carrot 2nd Quality, 1, 55 to 60,2017- 7-6
9,9,9,9,Vendai Kai/Lady Finger, 1, 30 to 35,2017- 7-6
10,10,10,10,Maram Murungai, 1, 28,2017- 7-6
11,11,11,11,Chedi Murungai, 1, 22,2017- 7-6
12,12,12,12,Avarai Ottu, 1, 35 to 45,2017- 7-6
13,13,13,13,Pachai Payaru, 1, 25,2017- 7-6
14,14,14,14,Vellai Payaru, 1, 30,2017- 7-6
15,15,15,15,Suraikai, 1, 8,2017- 7-6
16,16,16,16,Beetroot, 1, 20 to 25,2017- 7-6
17,17,17,17,Sunami Sambar, 1, 15,2017- 7-6
18,18,18,18,Pusanikai, 1, 6.50,2017- 7-6
19,19,19,19,Kalla Manga/Mango, 1, 20,2017- 7-6
20,20,20,20,Orutu Manga/Mango, 1, 25,2017- 7-6
21,21,21,21,Potato 1st Quality, 1, 15 to 20,2017- 7-6
22,22,22,22,Potato 2nd Quality, 1, 10 to 15,2017- 7-6
23,23,23,23,Coconut 1st Quality, –, 25 to 29,2017- 7-6
24,24,24,24,Coconut 2nd Quality, –, 20 to24,2017- 7-6
25,25,25,25,Green Chilli, 1, 40 to 50,2017- 7-6
26,26,26,26,Cauliflower 1st Quality, –, 25,2017- 7-6
27,27,27,27,Cauliflower 2nd Quality, –, 20,2017- 7-6
28,28,28,28,Katharikai Pachai, 1, 30 to 40,2017- 7-6
29,29,29,29,Katharikai ootha, 1, 15 to 20,2017- 7-6
30,30,30,30,Valai Thar, –, 29 to 32,2017- 7-6
31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017- 7-6
32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25 to 30,2017- 7-6
33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20 to 25,2017- 7-6
34,34,34,34,Kothamalli 1st Quality, 1 kattu, 110,2017- 7-6
35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 100,2017- 7-6
36,36,36,36,Mullangi 1st Quality, 1, 30,2017- 7-6
37,37,37,37,Mullangi 2nd Quality, 1, 25,2017- 7-6
38,38,38,38,Inji/Ginger, 1, 60,2017- 7-6
