Commodity, Weight in Kg, Price in Rs,Date
Garlic, 1, 100,2015-05-12
Button Mushrooms, 1, 194,2015-05-12
Papaya, 1, 20,2015-05-12
SavSav, 1, 26,2015-05-12
Sapotta, 1, 20,2015-05-12
Brinjal, 1, 24,2015-02-19
Tomotto ottu, 1, 10,2015-02-19
Ladys Finger, 1, 12,2015-02-19
Snake Guard, 1, 8,2015-02-19
Bitter Gourd, 1, 14,2015-02-19
Bottle gourd, 1, 8,2015-02-19
Pumpkin, 1, 12,2015-02-19
Bean, 1, 16,2015-02-19
Cluster Beans, 1, 16,2015-02-19
Red Chilies, 1, 14,2015-02-19
Onion, 1, 30,2015-02-19
Pallari, 1, 26,2015-02-19
Ginger, 1, –,2015-02-19
Potato, 1, 26,2015-02-19
Radish, 1, 8,2015-02-19
Mango, 1, –,2015-02-19
Cabbage, 1, 20,2015-02-19
Carrot, 1, 40,2015-02-19
Beetroot, 1, 20,2015-02-19
Soybeans, 1, 70,2015-02-19
Drumstick beans, 1, 26,2015-02-19
butter beans, 1, –,2015-02-19
Banana nut, 1 piece, 4,2015-02-19
Banana stem, 1, 8,2015-02-19
Banana Flower, 1, 8,2015-02-19
Curry leaves, 1, 30,2015-02-19
Coriander leaves, 1, 15,2015-02-19
Mint, 1, 20,2015-02-19
Greens Leaves, 1, 10,2015-02-19
Garlic, 1, 100-160,2015-02-19
Button Mushrooms, 1, 180,2015-02-19
Papaya, 1, 20,2015-02-19
SavSav, 1, 14,2015-02-19
Sapotta, 1, 20,2015-02-19
Brinjal, 1, 22,2015-02-18
Tomotto ottu, 1, 10,2015-02-18
Ladys Finger, 1, 12,2015-02-18
Snake Guard, 1, 14,2015-02-18
Bitter Gourd, 1, 16,2015-02-18
Bottle gourd, 1, 6,2015-02-18
Pumpkin, 1, 12,2015-02-18
Bean, 1, 16,2015-02-18
Cluster Beans, 1, 14,2015-02-18
Red Chilies, 1, 16,2015-02-18
Onion, 1, 30,2015-02-18
Pallari, 1, 26,2015-02-18
Ginger, 1, –,2015-02-18
Potato, 1, 28,2015-02-18
Radish, 1, 8,2015-02-18
Mango, 1, –,2015-02-18
Cabbage, 1, 18,2015-02-18
Carrot, 1, 38,2015-02-18
Beetroot, 1, 24,2015-02-18
Soybeans, 1, 60,2015-02-18
Drumstick beans, 1, 24,2015-02-18
butter beans, 1, –,2015-02-18
Banana nut, 1 piece, 4,2015-02-18
Banana stem, 1, 8,2015-02-18
Banana Flower, 1, 10,2015-02-18
Curry leaves, 1, 25,2015-02-18
Coriander leaves, 1, 20,2015-02-18
Mint, 1, 15,2015-02-18
Greens Leaves, 1, 12,2015-02-18
Garlic, 1, 160-200,2015-02-18
Button Mushrooms, 1, 198,2015-02-18
Papaya, 1, 20,2015-02-18
SavSav, 1, 16,2015-02-18
Sapotta, 1, 20,2015-02-18
Brinjal, 1, 24,2015-07-14
Tomotto ottu, 1, 32,2015-07-14
Ladys Finger, 1, 14,2015-07-14
Snake Guard, 1, 18,2015-07-14
Bitter Gourd, 1, 28,2015-07-14
Bottle gourd, 1, 10,2015-07-14
Pumpkin, 1, 18,2015-07-14
Bean, 1, 28,2015-07-14
Cluster Beans, 1, 18,2015-07-14
Red Chilies, 1, 50,2015-07-14
Onion, 1, 40,2015-07-14
Pallari, 1, 30,2015-07-14
Ginger, 1, –,2015-07-14
Potato, 1, 20,2015-07-14
Radish, 1, 18,2015-07-14
Mango, 1, –,2015-07-14
Cabbage, 1, 20,2015-07-14
Carrot, 1, 40,2015-07-14
Beetroot, 1, 44,2015-07-14
Soybeans, 1, 90,2015-07-14
Drumstick beans, 1, 50,2015-07-14
butter beans, 1, –,2015-07-14
Banana nut, 1 piece, 5,2015-07-14
Banana stem, 1, 12,2015-07-14
Banana Flower, 1, 14,2015-07-14
Curry leaves, 1, 20,2015-07-14
Coriander leaves, 1, 30,2015-07-14
Mint, 1, 20,2015-07-14
Greens Leaves, 1, 12,2015-07-14
Garlic, 1, 100-120,2015-07-14
Button Mushrooms, 1, 196,2015-07-14
Papaya, 1, 16,2015-07-14
SavSav, 1, 20,2015-07-14
Sapotta, 1, 16,2015-07-14
Brinjal, 1, 24,2015-02-09
Tomotto ottu, 1, 12,2015-02-09
Ladys Finger, 1, 18,2015-02-09
Snake Guard, 1, 10,2015-02-09
Bitter Gourd, 1, 16,2015-02-09
Bottle gourd, 1, 8,2015-02-09
Pumpkin, 1, 14,2015-02-09
Bean, 1, 20,2015-02-09
Cluster Beans, 1, 16,2015-02-09
Red Chilies, 1, 20,2015-02-09
Onion, 1, 30,2015-02-09
Pallari, 1, 28,2015-02-09
Ginger, 1, –,2015-02-09
Potato, 1, 26,2015-02-09
Radish, 1, 10,2015-02-09
Mango, 1, –,2015-02-09
Cabbage, 1, 26,2015-02-09
Carrot, 1, 40,2015-02-09
Beetroot, 1, 24,2015-02-09
Soybeans, 1, 80,2015-02-09
Drumstick beans, 1, 26,2015-02-09
butter beans, 1, –,2015-02-09
Banana nut, 1 piece, 4,2015-02-09
Banana stem, 1, 8,2015-02-09
Banana Flower, 1, 6,2015-02-09
Curry leaves, 1, 30,2015-02-09
Coriander leaves, 1, 20,2015-02-09
Mint, 1, 25,2015-02-09
Greens Leaves, 1, 10,2015-02-09
Garlic, 1, 100-160,2015-02-09
Button Mushrooms, 1, 180,2015-02-09
Papaya, 1, 20,2015-02-09
SavSav, 1, 24,2015-02-09
Sapotta, 1, 24,2015-02-09
Brinjal, 1, 36,2015-09-02
Tomotto ottu, 1, 12,2015-09-02
Ladys Finger, 1, 12,2015-09-02
Snake Guard, 1, 14,2015-09-02
Bitter Gourd, 1, 30,2015-09-02
Bottle gourd, 1, 8,2015-09-02
Pumpkin, 1, 14,2015-09-02
Bean, 1, 30,2015-09-02
Cluster Beans, 1, 10,2015-09-02
Red Chilies, 1, 40,2015-09-02
Onion, 1, 34,2015-09-02
Pallari, 1, 50,2015-09-02
Ginger, 1, –,2015-09-02
Potato, 1, 24,2015-09-02
Radish, 1, 12,2015-09-02
Mango, 1, –,2015-09-02
Cabbage, 1, 24,2015-09-02
Carrot, 1, 36,2015-09-02
Beetroot, 1, 30,2015-09-02
Soybeans, 1, 80,2015-09-02
Drumstick beans, 1, 40,2015-09-02
butter beans, 1, –,2015-09-02
Banana nut, 1 piece, 4,2015-09-02
Banana stem, 1, 12,2015-09-02
Banana Flower, 1, 10,2015-09-02
Curry leaves, 1, 20,2015-09-02
Coriander leaves, 1, 30,2015-09-02
Mint, 1, 25,2015-09-02
Greens Leaves, 1, 12,2015-09-02
Garlic, 1, 100,2015-09-02
Button Mushrooms, 1, 180,2015-09-02
Papaya, 1, 20,2015-09-02
SavSav, 1, 20,2015-09-02
Sapotta, 1, 20,2015-09-02
Brinjal / Kathari, 1, 20,2015-11-09
Tomotto ottu / Thakkali Ottu, 1, 50,2015-11-09
Lady’s Finger / Venda Kai, 1, 26,2015-11-09
Snake Guard / Pudalai, 1, 16,2015-11-09
Bitter Gourd / Pakar kai, 1, 28,2015-11-09
Bottle gourd / Sura kai, 1, 8,2015-11-09
Pumpkin / Pusani kai, 1, 20,2015-11-09
Beans / Avarai Kai, 1, 40,2015-11-09
Cluster Beans / Kothavarai, 1, 20,2015-11-09
Red Chilies / Kundu Milagai, 1, 30,2015-11-09
Small Onion / Chinna Vengayam, 1, 48,2015-11-09
Big Onion / Pallari, 1, 40,2015-11-09
Ginger /  Inji, 1, –,2015-11-09
Potato / Urulai Kelangu, 1, 26,2015-11-09
Radish / Mulangi, 1, 20,2015-11-09
Mango / Maa, 1, –,2015-11-09
Cabbage / Mutta Kose, 1, 20,2015-11-09
Carrot, 1, 30,2015-11-09
Beetroot, 1, 16,2015-11-09
Soya Beans, 1, 60,2015-11-09
Drumstick Beans / Murungai Beans, 1, 30,2015-11-09
Butter beans, 1, –,2015-11-09
Banana nut / Vala kai, 1 piece, 4,2015-11-09
Banana stem / Vala Thandu, 1, 12,2015-11-09
Banana Flower / Vala Poo, 1, 10,2015-11-09
Curry leaves / Karu Vepilai, 1, 20,2015-11-09
Coriander leaves / Malli Ilai, 1, 25,2015-11-09
Mint / Puthina, 1, 25,2015-11-09
Greens Leaves / Keerai Kattu, 1, 12,2015-11-09
Garlic / Poondu, 1, 100,2015-11-09
Button Mushrooms / Button Kaalan, 1, 200,2015-11-09
Papaya / Papali, 1, 20,2015-11-09
Sav Sav, 1, 16,2015-11-09
Sapotta, 1, 20,2015-11-09
Brinjal, 1, 16,2015-04-05
Tomotto ottu, 1, 8,2015-04-05
Ladys Finger, 1, 26,2015-04-05
Snake Guard, 1, 16,2015-04-05
Bitter Gourd, 1, 18,2015-04-05
Bottle gourd, 1, 8,2015-04-05
Pumpkin, 1, 16,2015-04-05
Bean, 1, 40,2015-04-05
Cluster Beans, 1, 16,2015-04-05
Red Chilies, 1, 26,2015-04-05
Onion, 1, 20,2015-04-05
Pallari, 1, 22,2015-04-05
Ginger, 1, –,2015-04-05
Potato, 1, 18,2015-04-05
Radish, 1, 14,2015-04-05
Mango, 1, –,2015-04-05
Cabbage, 1, 16,2015-04-05
Carrot, 1, 28,2015-04-05
Beetroot, 1, 14,2015-04-05
Soybeans, 1, 80,2015-04-05
Drumstick beans, 1, 44,2015-04-05
butter beans, 1, –,2015-04-05
Banana nut, 1 piece, 4,2015-04-05
Banana stem, 1, 10,2015-04-05
Banana Flower, 1, 12,2015-04-05
Curry leaves, 1, 25,2015-04-05
Coriander leaves, 1, 20,2015-04-05
Mint, 1, 18,2015-04-05
Greens Leaves, 1, 10,2015-04-05
Garlic, 1, 100,2015-04-05
Button Mushrooms, 1, 196,2015-04-05
Papaya, 1, 20,2015-04-05
SavSav, 1, 26,2015-04-05
Sapotta, 1, 20,2015-04-05
Brinjal, 1, 36,2015-01-01
Tomotto ottu, 1, 16,2015-01-01
Ladys Finger, 1, 24,2015-01-01
Snake Guard, 1, 14,2015-01-01
Bitter Gourd, 1, 24,2015-01-01
Bottle gourd, 1, 10,2015-01-01
Pumpkin, 1, 16,2015-01-01
Bean, 1, 32,2015-01-01
Cluster Beans, 1, 20,2015-01-01
Red Chilies, 1, 36,2015-01-01
Onion, 1, 26,2015-01-01
Pallari, 1, 28,2015-01-01
Ginger, 1, –,2015-01-01
Potato, 1, 30,2015-01-01
Radish, 1, 14,2015-01-01
Mango, 1, –,2015-01-01
Cabbage, 1, 24,2015-01-01
Carrot, 1, 26,2015-01-01
Beetroot, 1, 30,2015-01-01
Soybeans, 1, 80,2015-01-01
Drumstick beans, 1, 40,2015-01-01
butter beans, 1, –,2015-01-01
Banana nut, 1 piece, 4,2015-01-01
Banana stem, 1, 10,2015-01-01
Banana Flower, 1, 6,2015-01-01
Curry leaves, 1, 15,2015-01-01
Coriander leaves, 1, 20,2015-01-01
Mint, 1, 20,2015-01-01
Greens Leaves, 1, 10,2015-01-01
Garlic, 1, 80-160,2015-01-01
Button Mushrooms, 1, 180,2015-01-01
Papaya, 1, 20,2015-01-01
SavSav, 1, 24,2015-01-01
Sapotta, 1, 20,2015-01-01
Brinjal, 1, 24,2015-03-13
Tomotto ottu, 1, 7,2015-03-13
Ladys Finger, 1, 20,2015-03-13
Snake Guard, 1, 14,2015-03-13
Bitter Gourd, 1, 16,2015-03-13
Bottle gourd, 1, 8,2015-03-13
Pumpkin, 1, 14,2015-03-13
Bean, 1, 26,2015-03-13
Cluster Beans, 1, 16,2015-03-13
Red Chilies, 1, 20,2015-03-13
Onion, 1, 26,2015-03-13
Pallari, 1, 24,2015-03-13
Ginger, 1, –,2015-03-13
Potato, 1, 24,2015-03-13
Radish, 1, 10,2015-03-13
Mango, 1, –,2015-03-13
Cabbage, 1, 20,2015-03-13
Carrot, 1, 26,2015-03-13
Beetroot, 1, 10,2015-03-13
Soybeans, 1, 80,2015-03-13
Drumstick beans, 1, 28,2015-03-13
butter beans, 1, –,2015-03-13
Banana nut, 1 piece, 4,2015-03-13
Banana stem, 1, 10,2015-03-13
Banana Flower, 1, 10,2015-03-13
Curry leaves, 1, 30,2015-03-13
Coriander leaves, 1, 20,2015-03-13
Mint, 1, 25,2015-03-13
Greens Leaves, 1, 10,2015-03-13
Garlic, 1, 100-180,2015-03-13
Button Mushrooms, 1, 180,2015-03-13
Papaya, 1, 20,2015-03-13
SavSav, 1, 16,2015-03-13
Sapotta, 1, 20,2015-03-13
Brinjal / Kathari, 1, 80,2015-12-23
Tomotto ottu / Thakkali Ottu, 1, 30,2015-12-23
Lady’s Finger / Venda Kai, 1, 38,2015-12-23
Snake Guard / Pudalai, 1, 40,2015-12-23
Bitter Gourd / Pakar kai, 1, 50,2015-12-23
Bottle gourd / Sura kai, 1, 20,2015-12-23
Pumpkin / Pusani kai, 1, 20,2015-12-23
Beans / Avarai Kai, 1, 60,2015-12-23
Cluster Beans / Kothavarai, 1, 30,2015-12-23
Red Chilies / Kundu Milagai, 1, 60,2015-12-23
Small Onion / Chinna Vengayam, 1, 34,2015-12-23
Big Onion / Pallari, 1, 30,2015-12-23
Ginger /  Inji, 1, –,2015-12-23
Potato / Urulai Kelangu, 1, 26,2015-12-23
Radish / Mulangi, 1, 34,2015-12-23
Mango / Maa, 1, –,2015-12-23
Cabbage / Mutta Kose, 1, 24,2015-12-23
Carrot, 1, 50,2015-12-23
Beetroot, 1, 30,2015-12-23
Soya Beans, 1, 80,2015-12-23
Drumstick Beans / Murungai Beans, 1, 60,2015-12-23
Butter beans, 1, –,2015-12-23
Banana nut / Vala kai, 1 piece, 5,2015-12-23
Banana stem / Vala Thandu, 1, 12,2015-12-23
Banana Flower / Vala Poo, 1, 10,2015-12-23
Curry leaves / Karu Vepilai, 1, 20,2015-12-23
Coriander leaves / Malli Ilai, 1, 30,2015-12-23
Mint / Puthina, 1, 30,2015-12-23
Greens Leaves / Keerai Kattu, 1, 10,2015-12-23
Garlic / Poondu, 1, –,2015-12-23
Button Mushrooms / Button Kaalan, 1, 200,2015-12-23
Papaya / Papali, 1, 15,2015-12-23
Sav Sav, 1, 30,2015-12-23
Sapotta, 1, 20,2015-12-23
Brinjal, 1, 30,2015-06-29
Tomotto ottu, 1, 28,2015-06-29
Ladys Finger, 1, 14,2015-06-29
Snake Guard, 1, 18,2015-06-29
Bitter Gourd, 1, 18,2015-06-29
Bottle gourd, 1, 10,2015-06-29
Pumpkin, 1, 16,2015-06-29
Bean, 1, 38,2015-06-29
Cluster Beans, 1, 20,2015-06-29
Red Chilies, 1, 34,2015-06-29
Onion, 1, 50,2015-06-29
Pallari, 1, 30,2015-06-29
Ginger, 1, –,2015-06-29
Potato, 1, 20,2015-06-29
Radish, 1, 18,2015-06-29
Mango, 1, –,2015-06-29
Cabbage, 1, 20,2015-06-29
Carrot, 1, 36,2015-06-29
Beetroot, 1, 40,2015-06-29
Soybeans, 1, 90,2015-06-29
Drumstick beans, 1, 50,2015-06-29
butter beans, 1, –,2015-06-29
Banana nut, 1 piece, 5,2015-06-29
Banana stem, 1, 12,2015-06-29
Banana Flower, 1, 14,2015-06-29
Curry leaves, 1, 20,2015-06-29
Coriander leaves, 1, 30,2015-06-29
Mint, 1, 25,2015-06-29
Greens Leaves, 1, 12,2015-06-29
Garlic, 1, 100,2015-06-29
Button Mushrooms, 1, 198,2015-06-29
Papaya, 1, 20,2015-06-29
SavSav, 1, 16,2015-06-29
Sapotta, 1, 15,2015-06-29
Brinjal, 1, 20,2015-03-14
Tomotto ottu, 1, 6,2015-03-14
Ladys Finger, 1, 20,2015-03-14
Snake Guard, 1, 12,2015-03-14
Bitter Gourd, 1, 12,2015-03-14
Bottle gourd, 1, 8,2015-03-14
Pumpkin, 1, 14,2015-03-14
Bean, 1, 24,2015-03-14
Cluster Beans, 1, 16,2015-03-14
Red Chilies, 1, 18,2015-03-14
Onion, 1, 24,2015-03-14
Pallari, 1, 24,2015-03-14
Ginger, 1, –,2015-03-14
Potato, 1, 26,2015-03-14
Radish, 1, 10,2015-03-14
Mango, 1, –,2015-03-14
Cabbage, 1, 18,2015-03-14
Carrot, 1, 30,2015-03-14
Beetroot, 1, 20,2015-03-14
Soybeans, 1, 80,2015-03-14
Drumstick beans, 1, 36,2015-03-14
butter beans, 1, –,2015-03-14
Banana nut, 1 piece, 4,2015-03-14
Banana stem, 1, 10,2015-03-14
Banana Flower, 1, 12,2015-03-14
Curry leaves, 1, 30,2015-03-14
Coriander leaves, 1, 20,2015-03-14
Mint, 1, 20,2015-03-14
Greens Leaves, 1, 12,2015-03-14
Garlic, 1, 140-180,2015-03-14
Button Mushrooms, 1, 196,2015-03-14
Papaya, 1, 20,2015-03-14
SavSav, 1, 16,2015-03-14
Sapotta, 1, 20,2015-03-14
Brinjal, 1, 18,2015-04-07
Tomotto ottu, 1, 12,2015-04-07
Ladys Finger, 1, 26,2015-04-07
Snake Guard, 1, 14,2015-04-07
Bitter Gourd, 1, 18,2015-04-07
Bottle gourd, 1, 6,2015-04-07
Pumpkin, 1, 14,2015-04-07
Bean, 1, 46,2015-04-07
Cluster Beans, 1, 16,2015-04-07
Red Chilies, 1, 26,2015-04-07
Onion, 1, 20,2015-04-07
Pallari, 1, 24,2015-04-07
Ginger, 1, –,2015-04-07
Potato, 1, 20,2015-04-07
Radish, 1, 16,2015-04-07
Mango, 1, –,2015-04-07
Cabbage, 1, 18,2015-04-07
Carrot, 1, 30,2015-04-07
Beetroot, 1, 16,2015-04-07
Soybeans, 1, 80,2015-04-07
Drumstick beans, 1, 46,2015-04-07
butter beans, 1, –,2015-04-07
Banana nut, 1 piece, 4,2015-04-07
Banana stem, 1, 10,2015-04-07
Banana Flower, 1, 14,2015-04-07
Curry leaves, 1, 30,2015-04-07
Coriander leaves, 1, 25,2015-04-07
Mint, 1, 20,2015-04-07
Greens Leaves, 1, 12,2015-04-07
Garlic, 1, 100,2015-04-07
Button Mushrooms, 1, 194,2015-04-07
Papaya, 1, 20,2015-04-07
SavSav, 1, 24,2015-04-07
Sapotta, 1, 20,2015-04-07
Brinjal, 1, 30,2015-09-26
Tomotto ottu, 1, 12,2015-09-26
Ladys Finger, 1, 26,2015-09-26
Snake Guard, 1, 14,2015-09-26
Bitter Gourd, 1, 20,2015-09-26
Bottle gourd, 1, 8,2015-09-26
Pumpkin, 1, 16,2015-09-26
Bean, 1, 30,2015-09-26
Cluster Beans, 1, 12,2015-09-26
Red Chilies, 1, 30,2015-09-26
Onion, 1, 40,2015-09-26
Pallari, 1, 50,2015-09-26
Ginger, 1, –,2015-09-26
Potato, 1, 24,2015-09-26
Radish, 1, 14,2015-09-26
Mango, 1, –,2015-09-26
Cabbage, 1, 20,2015-09-26
Carrot, 1, 30,2015-09-26
Beetroot, 1, 16,2015-09-26
Soybeans, 1, 80,2015-09-26
Drumstick beans, 1, 34,2015-09-26
butter beans, 1, –,2015-09-26
Banana nut, 1 piece, 4,2015-09-26
Banana stem, 1, 12,2015-09-26
Banana Flower, 1, 10,2015-09-26
Curry leaves, 1, 20,2015-09-26
Coriander leaves, 1, 30,2015-09-26
Mint, 1, 30,2015-09-26
Greens Leaves, 1, 12,2015-09-26
Garlic, 1, 130,2015-09-26
Button Mushrooms, 1, 180,2015-09-26
Papaya, 1, 20,2015-09-26
SavSav, 1, 20,2015-09-26
Sapotta, 1, 24,2015-09-26
Brinjal, 1, 30,2015-08-27
Tomotto ottu, 1, 12,2015-08-27
Ladys Finger, 1, 16,2015-08-27
Snake Guard, 1, 14,2015-08-27
Bitter Gourd, 1, 24,2015-08-27
Bottle gourd, 1, 8,2015-08-27
Pumpkin, 1, 14,2015-08-27
Bean, 1, 30,2015-08-27
Cluster Beans, 1, 12,2015-08-27
Red Chilies, 1, 30,2015-08-27
Onion, 1, 30,2015-08-27
Pallari, 1, 60,2015-08-27
Ginger, 1, –,2015-08-27
Potato, 1, 24,2015-08-27
Radish, 1, 10,2015-08-27
Mango, 1, –,2015-08-27
Cabbage, 1, 24,2015-08-27
Carrot, 1, 26,2015-08-27
Beetroot, 1, 30,2015-08-27
Soybeans, 1, 90,2015-08-27
Drumstick beans, 1, 34,2015-08-27
butter beans, 1, –,2015-08-27
Banana nut, 1 piece, 4,2015-08-27
Banana stem, 1, 12,2015-08-27
Banana Flower, 1, 12,2015-08-27
Curry leaves, 1, 20,2015-08-27
Coriander leaves, 1, 30,2015-08-27
Mint, 1, 30,2015-08-27
Greens Leaves, 1, 12,2015-08-27
Garlic, 1, 100,2015-08-27
Button Mushrooms, 1, 180,2015-08-27
Papaya, 1, 20,2015-08-27
SavSav, 1, 20,2015-08-27
Sapotta, 1, 20,2015-08-27
Brinjal, 1, 36,2015-08-30
Tomotto ottu, 1, 10,2015-08-30
Ladys Finger, 1, 14,2015-08-30
Snake Guard, 1, 14,2015-08-30
Bitter Gourd, 1, 24,2015-08-30
Bottle gourd, 1, 8,2015-08-30
Pumpkin, 1, 16,2015-08-30
Bean, 1, 30,2015-08-30
Cluster Beans, 1, 10,2015-08-30
Red Chilies, 1, 40,2015-08-30
Onion, 1, 30,2015-08-30
Pallari, 1, 50,2015-08-30
Ginger, 1, –,2015-08-30
Potato, 1, 24,2015-08-30
Radish, 1, 10,2015-08-30
Mango, 1, –,2015-08-30
Cabbage, 1, 20,2015-08-30
Carrot, 1, 40,2015-08-30
Beetroot, 1, 26,2015-08-30
Soybeans, 1, 80,2015-08-30
Drumstick beans, 1, 40,2015-08-30
butter beans, 1, –,2015-08-30
Banana nut, 1 piece, 4,2015-08-30
Banana stem, 1, 12,2015-08-30
Banana Flower, 1, 10,2015-08-30
Curry leaves, 1, 20,2015-08-30
Coriander leaves, 1, 20,2015-08-30
Mint, 1, 25,2015-08-30
Greens Leaves, 1, 12,2015-08-30
Garlic, 1, 100,2015-08-30
Button Mushrooms, 1, 180,2015-08-30
Papaya, 1, 20,2015-08-30
SavSav, 1, 16,2015-08-30
Sapotta, 1, 20,2015-08-30
Brinjal / Kathari, 1, 30,2015-10-05
Tomotto ottu / Thakkali Ottu, 1, 16,2015-10-05
Lady’s Finger / Venda Kai, 1, 24,2015-10-05
Snake Guard / Pudalai, 1, 14,2015-10-05
Bitter Gourd / Pakar kai, 1, 20,2015-10-05
Bottle gourd / Sura kai, 1, 8,2015-10-05
Pumpkin / Pusani kai, 1, 14,2015-10-05
Beans / Avarai Kai, 1, 36,2015-10-05
Cluster Beans / Kothavarai, 1, 12,2015-10-05
Red Chilies / Kundu Milagai, 1, 36,2015-10-05
Small Onion / Chinna Vengayam, 1, 40,2015-10-05
Big Onion / Pallari, 1, 50,2015-10-05
Ginger /  Inji, 1, –,2015-10-05
Potato / Urulai Kelangu, 1, 24,2015-10-05
Radish / Mulangi, 1, 14,2015-10-05
Mango / Maa, 1, –,2015-10-05
Cabbage / Mutta Kose, 1, 16,2015-10-05
Carrot, 1, 26,2015-10-05
Beetroot, 1, 10,2015-10-05
Soya Beans, 1, 70,2015-10-05
Drumstick Beans / Murungai Beans, 1, 32,2015-10-05
Butter beans, 1, –,2015-10-05
Banana nut / Vala kai, 1 piece, 4,2015-10-05
Banana stem / Vala Thandu, 1, 10,2015-10-05
Banana Flower / Vala Poo, 1, 10,2015-10-05
Curry leaves / Karu Vepilai, 1, 15,2015-10-05
Coriander leaves / Malli Ilai, 1, 25,2015-10-05
Mint / Puthina, 1, 20,2015-10-05
Greens Leaves / Keerai Kattu, 1, 12,2015-10-05
Garlic / Poondu, 1, 130,2015-10-05
Button Mushrooms / Button Kaalan, 1, 180,2015-10-05
Papaya / Papali, 1, 20,2015-10-05
Sav Sav, 1, 16,2015-10-05
Sapotta, 1, 20,2015-10-05
Brinjal, 1, 40,2015-07-25
Tomotto ottu, 1, 20,2015-07-25
Ladys Finger, 1, 16,2015-07-25
Snake Guard, 1, 16,2015-07-25
Bitter Gourd, 1, 26,2015-07-25
Bottle gourd, 1, 10,2015-07-25
Pumpkin, 1, 20,2015-07-25
Bean, 1, 36,2015-07-25
Cluster Beans, 1, 16,2015-07-25
Red Chilies, 1, 40,2015-07-25
Onion, 1, 46,2015-07-25
Pallari, 1, 30,2015-07-25
Ginger, 1, –,2015-07-25
Potato, 1, 20,2015-07-25
Radish, 1, 16,2015-07-25
Mango, 1, –,2015-07-25
Cabbage, 1, 20,2015-07-25
Carrot, 1, 36,2015-07-25
Beetroot, 1, 36,2015-07-25
Soybeans, 1, 80,2015-07-25
Drumstick beans, 1, 50,2015-07-25
butter beans, 1, –,2015-07-25
Banana nut, 1 piece, 4,2015-07-25
Banana stem, 1, 12,2015-07-25
Banana Flower, 1, 12,2015-07-25
Curry leaves, 1, 20,2015-07-25
Coriander leaves, 1, 30,2015-07-25
Mint, 1, 30,2015-07-25
Greens Leaves, 1, 12,2015-07-25
Garlic, 1, 100,2015-07-25
Button Mushrooms, 1, 160,2015-07-25
Papaya, 1, 20,2015-07-25
SavSav, 1, 20,2015-07-25
Sapotta, 1, 16,2015-07-25
Brinjal, 1, 36,2015-08-02
Tomotto ottu, 1, 14,2015-08-02
Ladys Finger, 1, 12,2015-08-02
Snake Guard, 1, 16,2015-08-02
Bitter Gourd, 1, 26,2015-08-02
Bottle gourd, 1, 24,2015-08-02
Pumpkin, 1, 16,2015-08-02
Bean, 1, 34,2015-08-02
Cluster Beans, 1, 12,2015-08-02
Red Chilies, 1, 40,2015-08-02
Onion, 1, 36,2015-08-02
Pallari, 1, 40,2015-08-02
Ginger, 1, –,2015-08-02
Potato, 1, 24,2015-08-02
Radish, 1, 15,2015-08-02
Mango, 1, –,2015-08-02
Cabbage, 1, 20,2015-08-02
Carrot, 1, 30,2015-08-02
Beetroot, 1, 30,2015-08-02
Soybeans, 1, 70,2015-08-02
Drumstick beans, 1, 40,2015-08-02
butter beans, 1, –,2015-08-02
Banana nut, 1 piece, 4,2015-08-02
Banana stem, 1, 12,2015-08-02
Banana Flower, 1, 10,2015-08-02
Curry leaves, 1, 15,2015-08-02
Coriander leaves, 1, 20,2015-08-02
Mint, 1, 20,2015-08-02
Greens Leaves, 1, 12,2015-08-02
Garlic, 1, 140,2015-08-02
Button Mushrooms, 1, 200,2015-08-02
Papaya, 1, 20,2015-08-02
SavSav, 1, 20,2015-08-02
Sapotta, 1, 16,2015-08-02
Brinjal, 1, 24,2015-05-11
Tomotto ottu, 1, 24,2015-05-11
Ladys Finger, 1, 26,2015-05-11
Snake Guard, 1, 18,2015-05-11
Bitter Gourd, 1, 30,2015-05-11
Bottle gourd, 1, 8,2015-05-11
Pumpkin, 1, 14,2015-05-11
Bean, 1, 50,2015-05-11
Cluster Beans, 1, 20,2015-05-11
Red Chilies, 1, 28,2015-05-11
Onion, 1, 30,2015-05-11
Pallari, 1, 24,2015-05-11
Ginger, 1, –,2015-05-11
Potato, 1, 24,2015-05-11
Radish, 1, 20,2015-05-11
Mango, 1, –,2015-05-11
Cabbage, 1, 18,2015-05-11
Carrot, 1, 28,2015-05-11
Beetroot, 1, 18,2015-05-11
Soybeans, 1, 90,2015-05-11
Drumstick beans, 1, 70,2015-05-11
butter beans, 1, –,2015-05-11
Banana nut, 1 piece, 4,2015-05-11
Banana stem, 1, 10,2015-05-11
Banana Flower, 1, 14,2015-05-11
Curry leaves, 1, 30,2015-05-11
Coriander leaves, 1, 50,2015-05-11
Mint, 1, 20,2015-05-11
Greens Leaves, 1, 13,2015-05-11
Garlic, 1, 190,2015-05-11
Button Mushrooms, 1, 180,2015-05-11
Papaya, 1, 20,2015-05-11
SavSav, 1, 30,2015-05-11
Sapotta, 1, 20,2015-05-11
Brinjal, 1, 18,2015-05-23
Tomotto ottu, 1, 32,2015-05-23
Ladys Finger, 1, 24,2015-05-23
Snake Guard, 1, 16,2015-05-23
Bitter Gourd, 1, 24,2015-05-23
Bottle gourd, 1, 8,2015-05-23
Pumpkin, 1, 14,2015-05-23
Bean, 1, 56,2015-05-23
Cluster Beans, 1, 16,2015-05-23
